meter_id,scheme_name,service_type,meter_number,meter_role,unit_number,location_description,parent_meter_id,hierarchy_level,reconciliation_group,is_active,start_date,end_date,source_confidence,verified_by,notes,source_reference
meter-taragona-unit-tg-17a,Taragona,electricity,TG 17A,unit,TG 17A,TG 17A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 17A
meter-taragona-unit-tg-18a,Taragona,electricity,TG 18A,unit,TG 18A,TG 18A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 18A
meter-taragona-unit-tg-19a,Taragona,electricity,TG 19A,unit,TG 19A,TG 19A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 19A
meter-taragona-unit-tg-20,Taragona,electricity,TG 20,unit,TG 20,TG 20,,1,scheme-taragona,True,,,medium,,,Taragona:TG 20
meter-taragona-unit-tg-21a,Taragona,electricity,TG 21A,unit,TG 21A,TG 21A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 21A
meter-taragona-unit-tg-22a,Taragona,electricity,TG 22A,unit,TG 22A,TG 22A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 22A
meter-taragona-unit-tg-23,Taragona,electricity,TG 23,unit,TG 23,TG 23,,1,scheme-taragona,True,,,medium,,,Taragona:TG 23
meter-taragona-unit-tg-24,Taragona,electricity,TG 24,unit,TG 24,TG 24,,1,scheme-taragona,True,,,medium,,,Taragona:TG 24
meter-taragona-unit-tg-25,Taragona,electricity,TG 25,unit,TG 25,TG 25,,1,scheme-taragona,True,,,medium,,,Taragona:TG 25
meter-taragona-unit-tg-26b,Taragona,electricity,TG 26B,unit,TG 26B,TG 26B,,1,scheme-taragona,True,,,medium,,,Taragona:TG 26B
meter-taragona-unit-tg-27,Taragona,electricity,TG 27,unit,TG 27,TG 27,,1,scheme-taragona,True,,,medium,,,Taragona:TG 27
meter-taragona-unit-tg-28,Taragona,electricity,TG 28,unit,TG 28,TG 28,,1,scheme-taragona,True,,,medium,,,Taragona:TG 28
meter-taragona-unit-tg-29,Taragona,electricity,TG 29,unit,TG 29,TG 29,,1,scheme-taragona,True,,,medium,,,Taragona:TG 29
meter-taragona-unit-tg-30,Taragona,electricity,TG 30,unit,TG 30,TG 30,,1,scheme-taragona,True,,,medium,,,Taragona:TG 30
meter-taragona-unit-tg-31,Taragona,electricity,TG 31,unit,TG 31,TG 31,,1,scheme-taragona,True,,,medium,,,Taragona:TG 31
meter-taragona-unit-tg-32,Taragona,electricity,TG 32,unit,TG 32,TG 32,,1,scheme-taragona,True,,,medium,,,Taragona:TG 32
meter-taragona-unit-tg-33a,Taragona,electricity,TG 33A,unit,TG 33A,TG 33A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 33A
meter-taragona-unit-tg-34a,Taragona,electricity,TG 34A,unit,TG 34A,TG 34A,,1,scheme-taragona,True,,,medium,,,Taragona:TG 34A
meter-taragona-common-com-b-room,Taragona,electricity,Com B/Room,common_property,,Taragona,,1,scheme-taragona,True,,,medium,,,Taragona:Com B/Room
meter-taragona-unit-tg36-unit5-r1,Taragona,electricity,** TG36 (Unit5) R1,unit,** TG36 (Unit5) R1,** TG36 (Unit5) R1,,1,scheme-taragona,True,,,medium,,,Taragona:** TG36 (Unit5) R1
meter-taragona-unit-tg35-gardner-r2,Taragona,electricity,** TG35 Gardner R2,unit,** TG35 Gardner R2,** TG35 Gardner R2,,1,scheme-taragona,True,,,medium,,,Taragona:** TG35 Gardner R2
meter-taragona-unit-tg39-r3,Taragona,electricity,** TG39 R3,unit,** TG39 R3,** TG39 R3,,1,scheme-taragona,True,,,medium,,,Taragona:** TG39 R3
meter-taragona-unit-tg38-unit7-r4,Taragona,electricity,** TG38 (unit7) R4,unit,** TG38 (unit7) R4,** TG38 (unit7) R4,,1,scheme-taragona,True,,,medium,,,Taragona:** TG38 (unit7) R4
meter-taragona-common-com-block-a,Taragona,electricity,Com Block A,common_property,,Taragona,,1,scheme-taragona,True,,,medium,,,Taragona:Com Block A
meter-taragona-common-com-block-b,Taragona,electricity,Com Block B,common_property,,Taragona,,1,scheme-taragona,True,,,medium,,,Taragona:Com Block B
meter-taragona-common-com-s-quarters,Taragona,electricity,Com S/Quarters,common_property,,Taragona,,1,scheme-taragona,True,,,medium,,,Taragona:Com S/Quarters
meter-taragona-bulk-bulk01,Taragona,electricity,Bulk01,bulk,,Taragona,,0,scheme-taragona,True,,,medium,,,Taragona:Bulk01
meter-new-poort-unit-np01,New Poort,electricity,NP01,unit,NP01,NP01,,1,scheme-new-poort,True,,,medium,,,New Poort:NP01
meter-new-poort-unit-np02,New Poort,electricity,NP02,unit,NP02,NP02,,1,scheme-new-poort,True,,,medium,,,New Poort:NP02
meter-new-poort-unit-np03,New Poort,electricity,NP03,unit,NP03,NP03,,1,scheme-new-poort,True,,,medium,,,New Poort:NP03
meter-new-poort-unit-np04,New Poort,electricity,NP04,unit,NP04,NP04,,1,scheme-new-poort,True,,,medium,,,New Poort:NP04
meter-new-poort-unit-np05,New Poort,electricity,NP05,unit,NP05,NP05,,1,scheme-new-poort,True,,,medium,,,New Poort:NP05
meter-new-poort-unit-np06,New Poort,electricity,NP06,unit,NP06,NP06,,1,scheme-new-poort,True,,,medium,,,New Poort:NP06
meter-new-poort-bulk-bulk01,New Poort,electricity,BULK01,bulk,,New Poort,,0,scheme-new-poort,True,,,medium,,,New Poort:BULK01
meter-transvalia-unit-tv01,Transvalia,electricity,TV01,unit,TV01,TV01,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV01
meter-transvalia-unit-tv02a,Transvalia,electricity,TV02A,unit,TV02A,TV02A,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV02A
meter-transvalia-unit-tv03,Transvalia,electricity,TV03,unit,TV03,TV03,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV03
meter-transvalia-unit-tv04a,Transvalia,electricity,TV04A,unit,TV04A,TV04A,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV04A
meter-transvalia-unit-tv05,Transvalia,electricity,TV05,unit,TV05,TV05,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV05
meter-transvalia-unit-tv06,Transvalia,electricity,TV06,unit,TV06,TV06,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV06
meter-transvalia-unit-tv07,Transvalia,electricity,TV07,unit,TV07,TV07,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV07
meter-transvalia-unit-tv08a,Transvalia,electricity,TV08A,unit,TV08A,TV08A,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV08A
meter-transvalia-unit-tv09,Transvalia,electricity,TV09,unit,TV09,TV09,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV09
meter-transvalia-unit-tv10a,Transvalia,electricity,TV10A,unit,TV10A,TV10A,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV10A
meter-transvalia-unit-tv11,Transvalia,electricity,TV11,unit,TV11,TV11,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV11
meter-transvalia-unit-tv12,Transvalia,electricity,TV12,unit,TV12,TV12,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV12
meter-transvalia-unit-tv13,Transvalia,electricity,TV13,unit,TV13,TV13,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV13
meter-transvalia-unit-tv14,Transvalia,electricity,TV14,unit,TV14,TV14,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV14
meter-transvalia-unit-tv15,Transvalia,electricity,TV15,unit,TV15,TV15,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV15
meter-transvalia-unit-tv16,Transvalia,electricity,TV16,unit,TV16,TV16,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV16
meter-transvalia-unit-tv17a,Transvalia,electricity,TV17A,unit,TV17A,TV17A,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV17A
meter-transvalia-unit-tv18,Transvalia,electricity,TV18,unit,TV18,TV18,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV18
meter-transvalia-unit-tv19,Transvalia,electricity,TV19,unit,TV19,TV19,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV19
meter-transvalia-unit-tv20,Transvalia,electricity,TV20,unit,TV20,TV20,,1,scheme-transvalia,True,,,medium,,,Transvalia:TV20
meter-transvalia-bulk-bulk01,Transvalia,electricity,BULK01,bulk,,Transvalia,,0,scheme-transvalia,True,,,medium,,,Transvalia:BULK01
